ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-11378,Source2,2,2017-01-17 09:25:27,2017-01-17 09:54:51,37.996063,-121.785194,,,0.01,Lane blocked on entry ramp due to accident on CA-4 Westbound at Exit 29 Hillcrest Ave.,CA-4 E,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,2017-01-17 09:53:00,42.1,38.4,82.0,30.15,3.0,ENE,5.8,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11379,Source2,2,2017-01-17 09:34:01,2017-01-17 10:18:45,38.67145900000001,-121.62619,,,0.01,Accident on Old River Rd at Road 119.,Old River Rd,West Sacramento,Yolo,CA,95691-8000,US,US/Pacific,KSAC,2017-01-17 09:53:00,39.9,35.1,97.0,30.2,2.5,NW,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11380,Source2,3,2017-01-17 09:34:35,2017-01-17 10:19:11,38.701572,-121.316208,,,0.01,Accident on I-80 Westbound in Sacramento.,I-80 W,Citrus Heights,Sacramento,CA,95621,US,US/Pacific,KMCC,2017-01-17 09:30:00,37.4,32.8,100.0,30.21,0.8,NW,5.8,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11381,Source2,2,2017-01-17 09:33:36,2017-01-17 10:18:25,37.547848,-120.90573899999998,,,0.01,Accident on CA-99 Southbound at Exit 218 County Hwy-J16 Keyes Rd.,CA-99 S,Ceres,Stanislaus,CA,95307,US,US/Pacific,KMOD,2017-01-17 09:30:00,39.0,36.8,89.0,30.17,1.0,WSW,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11382,Source2,3,2017-01-17 09:59:42,2017-01-17 10:29:28,39.407124,-122.19593799999998,,,0.01,Right hand shoulder blocked due to accident on I-5 Northbound at Exit 595 County Hwy-68.,I-5 S,Willows,Glenn,CA,95988,US,US/Pacific,KCIC,2017-01-17 09:46:00,37.4,,100.0,30.21,4.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11383,Source2,2,2017-01-17 09:58:47,2017-01-17 10:28:27,37.36372,-121.898003,,,0.01,Accident on US-101 Northbound after Exits 388B 388C I-880.,US-101 N,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,2017-01-17 09:53:00,45.0,41.2,80.0,30.18,5.0,NNW,6.9,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11384,Source2,3,2017-01-17 10:10:59,2017-01-17 10:40:38,38.260651,-122.06063799999998,,,0.01,Accident on I-80 Westbound after Exit 45 Travis Blvd.,I-80 W,Fairfield,Solano,CA,94533,US,US/Pacific,KSUU,2017-01-17 10:08:00,39.2,32.5,93.0,30.17,0.2,ENE,10.4,,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11385,Source2,2,2017-01-17 10:21:42,2017-01-17 10:51:15,37.849224,-122.242378,,,0.01,Accident on CA-24 Westbound before Exits 4 4A 4B Miles Ave.,CA-24 W,Oakland,Alameda,CA,94618,US,US/Pacific,KOAK,2017-01-17 09:53:00,48.0,,80.0,30.15,6.0,ENE,4.6,,Haze,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-11386,Source2,3,2017-01-17 10:25:30,2017-01-17 11:10:10,38.426231,-121.487579,,,0.01,Slow traffic due to accident on I-5 Northbound at Exit 508 Laguna Blvd.,I-5 S,Sacramento,Sacramento,CA,95832,US,US/Pacific,KSAC,2017-01-17 10:04:00,39.9,36.7,100.0,30.2,2.5,North,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11387,Source2,3,2017-01-17 10:22:32,2017-01-17 11:07:16,38.543846,-121.473763,,,0.01,Slow traffic due to accident on CA-99 Northbound at Exit 297 12th Ave.,CA-99 N,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2017-01-17 10:04:00,39.9,36.7,100.0,30.2,2.5,North,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11388,Source2,2,2017-01-17 10:24:33,2017-01-17 11:09:18,38.57571,-121.37722,,,0.01,Accident on Coronado Blvd at Fair Oaks Blvd.,Rodante Way,Sacramento,Sacramento,CA,95864-7234,US,US/Pacific,KMHR,2017-01-17 10:58:00,44.6,42.2,81.0,30.2,5.0,NNW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11389,Source2,2,2017-01-17 10:26:00,2017-01-17 11:10:46,38.978199,-121.10833,,,0.01,Accident on CA-49 Grass Valley Hwy at Lorenson Rd.,Lorenson Rd,Auburn,Placer,CA,95602,US,US/Pacific,KAUN,2017-01-17 10:35:00,42.8,,87.0,30.16,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-11390,Source2,2,2017-01-17 10:31:06,2017-01-17 11:00:30,38.011936,-121.867256,,,0.01,#5 lane blocked due to accident on CA-4 Westbound at Exit 24 Loveridge Rd.,CA-4 W,Pittsburg,Contra Costa,CA,94565,US,US/Pacific,KCCR,2017-01-17 10:32:00,44.1,40.1,79.0,30.17,3.0,NE,6.9,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11391,Source2,2,2017-01-17 10:35:15,2017-01-17 11:20:03,38.684975,-121.36377,,,0.0,Accident on Walerga Rd at Keema Ave.,Walerga Rd,North Highlands,Sacramento,CA,95660,US,US/Pacific,KMCC,2017-01-17 10:30:00,37.4,33.8,100.0,30.22,0.2,NNW,4.6,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11392,Source2,2,2017-01-17 10:38:09,2017-01-17 11:22:44,38.923649,-121.058411,,,0.01,Accident on Auburn Ravine Rd Westbound at Foresthill Rd.,Foresthill Rd,Auburn,Placer,CA,95603,US,US/Pacific,KAUN,2017-01-17 10:35:00,42.8,,87.0,30.16,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-11393,Source2,2,2017-01-17 10:43:04,2017-01-17 11:12:09,37.158653,-121.982506,,,0.01,Accident on CA-17 Santa Cruz Hwy Northbound after Oneda Ct.,Santa Cruz Hwy,Los Gatos,Santa Clara,CA,95033,US,US/Pacific,KSJC,2017-01-17 10:53:00,46.9,,77.0,30.15,5.0,South,3.5,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11394,Source2,3,2017-01-17 11:00:15,2017-01-17 11:29:31,37.690468,-122.08898899999998,,,0.01,Accident on I-580 Westbound at Exit 35 Strobridge Ave.,I-580 E,Castro Valley,Alameda,CA,94546,US,US/Pacific,KHWD,2017-01-17 10:54:00,48.0,,68.0,30.17,7.0,SSE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11395,Source2,2,2017-01-17 10:48:51,2017-01-17 11:33:20,38.580963,-121.304146,,,0.01,Slow traffic and #2 lane blocked due to accident on US-50 Westbound at Exit 15 Mather Field Rd.,El Dorado Fwy W,Rancho Cordova,Sacramento,CA,95670,US,US/Pacific,KMHR,2017-01-17 10:58:00,44.6,42.2,81.0,30.2,5.0,NNW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11396,Source2,2,2017-01-17 10:52:25,2017-01-17 11:37:09,37.697807,-120.994469,,,0.01,Accident on CA-108 McHenry Ave at CA-108 McHenry Ave.,McHenry Ave,Modesto,Stanislaus,CA,95356-1513,US,US/Pacific,KMOD,2017-01-17 10:53:00,45.0,,76.0,30.17,4.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11397,Source2,2,2017-01-17 10:58:29,2017-01-17 11:43:15,37.790577,-120.86618,,,0.01,Accident on Valley Home Rd at CA-120 Lon Dale Rd.,Valley Home Rd,Oakdale,Stanislaus,CA,95361-9203,US,US/Pacific,KMOD,2017-01-17 10:53:00,45.0,,76.0,30.17,4.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11398,Source2,2,2017-01-17 10:58:06,2017-01-17 11:42:46,38.580215,-120.845116,,,0.01,Accident and vehicle fire on CA-49 at Sand Ridge Rd.,State Highway 49,El Dorado,El Dorado,CA,95623-4551,US,US/Pacific,KPVF,2017-01-17 10:55:00,50.0,,40.0,30.13,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11399,Source2,3,2017-01-17 11:02:32,2017-01-17 11:32:16,37.656414,-122.101379,,,0.01,Accident on I-880 Northbound after Exit 28 Winton Ave.,W Winton Ave,Hayward,Alameda,CA,94544,US,US/Pacific,KHWD,2017-01-17 10:54:00,48.0,,68.0,30.17,7.0,SSE,5.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11400,Source2,2,2017-01-17 11:03:16,2017-01-17 11:48:02,38.639622,-121.197235,,,0.01,Accident on Folsom Blvd at US-50.,US-50 E,Folsom,Sacramento,CA,95630,US,US/Pacific,KMHR,2017-01-17 10:58:00,44.6,42.2,81.0,30.2,5.0,NNW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11401,Source2,3,2017-01-17 11:15:28,2017-01-17 11:45:05,37.753693,-122.151398,,,0.01,Accident on I-580 Westbound at Exits 29 29A 98th Ave. On the median.,I-580 E,Oakland,Alameda,CA,94605,US,US/Pacific,KOAK,2017-01-17 10:53:00,48.0,,74.0,30.15,7.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-11402,Source2,3,2017-01-17 11:11:02,2017-01-17 11:40:32,37.441998,-121.89035,,,0.01,Lane blocked on exit ramp due to accident on I-680 Southbound at Exit 9 Jacklin Rd.,I-680 S,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,2017-01-17 10:53:00,46.9,,77.0,30.15,5.0,South,3.5,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11403,Source2,2,2017-01-17 11:25:42,2017-01-17 11:55:18,38.414547,-122.71611,,,0.01,Accident on US-101 Southbound before Exit 487 Corby Ave. On the median.,Redwood Hwy S,Santa Rosa,Sonoma,CA,95407,US,US/Pacific,KSTS,2017-01-17 11:53:00,44.1,,89.0,30.13,4.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11404,Source2,2,2017-01-17 11:20:31,2017-01-17 11:49:50,38.431297,-122.715569,,,0.01,Unknown lane blocked due to accident on US-101 Southbound at Exits 488B 489 CA-12.,CA-12 W,Santa Rosa,Sonoma,CA,95404,US,US/Pacific,KSTS,2017-01-17 10:53:00,42.1,39.2,92.0,30.15,4.0,NW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11405,Source2,2,2017-01-17 11:26:34,2017-01-17 11:56:13,37.488846,-122.212852,,,0.01,Accident on US-101 Southbound at Exit 408 Woodside Rd.,Woodside Rd,Redwood City,San Mateo,CA,94063,US,US/Pacific,KSQL,2017-01-17 11:47:00,48.2,,76.0,30.16,4.0,Variable,4.6,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11406,Source2,3,2017-01-17 11:27:10,2017-01-17 12:11:39,38.64056400000001,-121.47773,,,0.01,Slow traffic and right hand shoulder blocked due to accident on I-80 Eastbound at Exit 89 Northgate Blvd.,Northgate Blvd,Sacramento,Sacramento,CA,95834,US,US/Pacific,KMCC,2017-01-17 11:30:00,39.2,33.6,100.0,30.22,1.8,NNW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11407,Source2,2,2017-01-17 11:25:40,2017-01-17 11:55:25,37.783756,-120.858055,,,0.01,Accident on CA-120 Valley Home Rd both ways at River Rd.,River Rd,Oakdale,Stanislaus,CA,95361-9701,US,US/Pacific,KMOD,2017-01-17 11:53:00,48.0,,71.0,30.17,5.0,West,5.8,,Haze,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-11408,Source2,3,2017-01-17 11:28:04,2017-01-17 11:57:35,37.603424,-122.064148,,,0.01,Delays due to accident on I-880 Northbound before Exit 24 Whipple Rd.,I-880 N,Union City,Alameda,CA,94587,US,US/Pacific,KHWD,2017-01-17 11:54:00,50.0,,61.0,30.17,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11409,Source2,2,2017-01-17 11:27:48,2017-01-17 12:12:21,38.475349,-121.423851,,,0.01,Slow traffic and #4 lane blocked due to accident on CA-99 Northbound at Exits 291A 291B Mack Rd.,CA-99 N,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,2017-01-17 11:28:00,44.1,40.8,89.0,30.19,3.0,North,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11410,Source2,2,2017-01-17 11:34:45,2017-01-17 12:19:27,38.792751,-121.294945,,,0.01,Slow traffic due to accident on CA-65 Southbound at Exit 309 Blue Oaks Blvd.,CA-65 S,Roseville,Placer,CA,95678,US,US/Pacific,KMCC,2017-01-17 11:30:00,39.2,33.6,100.0,30.22,1.8,NNW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11411,Source2,2,2017-01-17 11:57:53,2017-01-17 12:26:58,37.553646,-122.294289,,,0.01,Accident on CA-92 Westbound at Exits 13A 13B US-101. On the median.,J Arthur Younger Fwy W,San Mateo,San Mateo,CA,94403,US,US/Pacific,KSQL,2017-01-17 11:47:00,48.2,,76.0,30.16,4.0,Variable,4.6,,Haze,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11412,Source2,3,2017-01-17 11:59:32,2017-01-17 12:29:01,37.808182,-122.2416,,,0.01,Lane blocked on exit ramp due to accident on I-580 Eastbound at Exit 22A MacArthur Blvd.,I-580 E,Oakland,Alameda,CA,94610,US,US/Pacific,KOAK,2017-01-17 11:53:00,48.9,,74.0,30.14,7.0,WSW,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11413,Source2,2,2017-01-17 12:03:05,2017-01-17 12:32:45,37.400883,-122.03614,,,0.01,Right hand shoulder blocked due to accident on US-101 Northbound at Exits 396B 396C CA-237.,US-101 N,Mountain View,Santa Clara,CA,94043,US,US/Pacific,KNUQ,2017-01-17 11:56:00,50.0,,74.0,30.16,6.0,North,6.9,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11414,Source2,2,2017-01-17 12:05:23,2017-01-17 12:49:59,37.630524,-120.997551,,,0.01,Slow traffic due to accident on CA-99 Northbound at Exit 225B G St.,CA-99 N,Modesto,Stanislaus,CA,95354,US,US/Pacific,KMOD,2017-01-17 11:53:00,48.0,,71.0,30.17,5.0,West,5.8,,Haze,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11415,Source2,3,2017-01-17 12:17:23,2017-01-17 12:46:56,37.808498,-122.366852,,,0.01,#1 lane blocked due to accident on I-80 Westbound at Exit 4A Treasure Is.,San Francisco-Oakland Bay Brg E,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-01-17 11:53:00,48.9,,74.0,30.14,7.0,WSW,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-11416,Source2,3,2017-01-17 12:37:41,2017-01-17 13:07:16,37.66964,-122.466217,,,0.01,Shoulder blocked on exit ramp due to accident on I-280 Southbound at Exit 47A Serramonte Blvd.,Serramonte Blvd,Daly City,San Mateo,CA,94015,US,US/Pacific,KSFO,2017-01-17 12:56:00,48.9,,74.0,30.12,8.0,North,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11417,Source2,2,2017-01-17 12:33:30,2017-01-17 13:03:13,37.663986,-122.398918,,,0.9,Right hand shoulder blocked due to accident on US-101 Northbound between Exit 426 Sierra Point Pkwy and Exits 425B 425C 426A 426B Oyster Point Blvd.,Oyster Point Blvd,South San Francisco,San Mateo,CA,94080,US,US/Pacific,KSFO,2017-01-17 12:56:00,48.9,,74.0,30.12,8.0,North,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11418,Source2,2,2017-01-17 12:32:47,2017-01-17 13:02:31,37.613438,-122.39633899999998,,,0.01,Right hand shoulder blocked due to accident on US-101 Northbound at Exit 422 Airport Access Rd.,US-101 N,Millbrae,San Mateo,CA,94030,US,US/Pacific,KSFO,2017-01-17 12:56:00,48.9,,74.0,30.12,8.0,North,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11419,Source2,2,2017-01-17 12:45:02,2017-01-17 13:14:41,38.14241,-122.255615,,,0.01,Accident on CA-29 Sonoma Blvd Northbound after CA-37 Marine World Pkwy.,Sonoma Blvd,Vallejo,Solano,CA,94589,US,US/Pacific,KAPC,2017-01-17 12:54:00,52.0,,71.0,30.1,8.0,East,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11420,Source2,2,2017-01-17 12:44:26,2017-01-17 13:14:08,37.399368,-122.069542,,,0.01,Accident on CA-85 Northbound at Exit 24A Moffett Blvd.,Norman Y Mineta Hwy,Mountain View,Santa Clara,CA,94043,US,US/Pacific,KNUQ,2017-01-17 12:56:00,51.1,,66.0,30.13,7.0,NNE,5.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11421,Source2,3,2017-01-17 12:43:46,2017-01-17 13:12:50,37.701363,-121.849533,,,0.01,Accident on I-580 Westbound after Exit 48 El Charro Rd.,Fallon Rd,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,2017-01-17 12:53:00,46.9,,77.0,30.13,6.0,ENE,13.8,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11422,Source2,3,2017-01-17 12:55:21,2017-01-17 13:24:54,37.645321,-122.4496,,,0.01,Accident on I-280 Southbound after Exit 45 Westborough Blvd.,I-280 S,South San Francisco,San Mateo,CA,94080,US,US/Pacific,KSFO,2017-01-17 12:56:00,48.9,,74.0,30.12,8.0,North,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11423,Source2,3,2017-01-17 12:50:50,2017-01-17 13:20:18,37.364319,-121.90184,,,0.01,Restrictions on entry ramp due to accident on I-880 Northbound at Exits 4B 4C US-101.,I-880 S,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,2017-01-17 12:53:00,52.0,,66.0,30.12,6.0,NW,6.9,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11424,Source2,2,2017-01-17 13:02:11,2017-01-17 13:31:47,37.467434,-122.152977,,,0.01,Accident on US-101 Southbound at Exits 404A 404B CA-114 Willow Rd. On the median.,Bayshore Fwy S,Menlo Park,San Mateo,CA,94025,US,US/Pacific,KPAO,2017-01-17 12:47:00,51.8,,71.0,30.11,6.0,North,9.2,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11425,Source2,3,2017-01-17 13:38:39,2017-01-17 14:08:16,37.701519,-121.866455,,,0.01,Lane blocked on exit ramp due to accident on I-580 Westbound at Exit 47 Pimlico Dr.,I-580 W,Dublin,Alameda,CA,94568,US,US/Pacific,KLVK,2017-01-17 13:53:00,46.0,40.6,76.0,30.11,5.0,ENE,11.5,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11426,Source2,3,2017-01-17 13:56:20,2017-01-17 14:25:58,37.3162,-121.906944,,,0.01,#1 lane blocked due to accident on I-280 Southbound before Exits 4 5A Meridian Ave.,Lincoln Ave,San Jose,Santa Clara,CA,95126-3758,US,US/Pacific,KSJC,2017-01-17 13:53:00,54.0,,62.0,30.09,7.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11427,Source2,2,2017-01-17 14:26:29,2017-01-17 14:56:04,37.645157,-122.093704,,,0.01,Accident on CA-92 Jackson St Westbound at Exits 26A 26B I-880.,W Jackson St,Hayward,Alameda,CA,94544,US,US/Pacific,KHWD,2017-01-17 14:54:00,54.0,,59.0,30.12,7.0,NE,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11428,Source2,3,2017-01-17 14:32:39,2017-01-17 15:02:12,37.550838,-122.376007,,,0.01,Accident on I-280 Southbound before Exit 36 Golf Course Dr.,I-280 S,Burlingame,San Mateo,CA,94010,US,US/Pacific,KSFO,2017-01-17 14:56:00,50.0,,71.0,30.11,8.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11429,Source2,2,2017-01-17 14:41:31,2017-01-17 15:10:10,38.12075,-122.565735,,,0.01,Lane blocked on exit ramp due to accident on US-101 Redwood Hwy Southbound at Exit 463 Atherton Ave.,Redwood Hwy S,Novato,Marin,CA,94945,US,US/Pacific,KDVO,2017-01-17 14:35:00,48.2,,76.0,30.13,9.0,SSE,8.1,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11430,Source2,2,2017-01-17 15:53:54,2017-01-17 16:23:42,36.973736,-121.9627,,,0.01,Accident on Capitola Rd at 42nd Ave.,42nd Ave,Capitola,Santa Cruz,CA,95010,US,US/Pacific,KWVI,2017-01-17 15:53:00,54.0,,80.0,30.11,10.0,WSW,5.8,,Clear,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-11431,Source2,2,2017-01-17 15:55:09,2017-01-17 16:24:57,36.610107,-121.857826,,,0.01,Accident on CA-1 Southbound at Exit 403 CA-218 Canyon del Rey Blvd.,Cabrillo Hwy N,Monterey,Monterey,CA,93940,US,US/Pacific,KMRY,2017-01-17 15:54:00,55.0,,80.0,30.14,10.0,WSW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11432,Source2,2,2017-01-17 16:13:23,2017-01-17 16:43:02,37.73032,-122.404099,,,0.01,#1&amp;#2&amp;#3 lane blocked due to accident on US-101 Southbound at Exits 430A 430B 431 I-280.,James Lick Fwy S,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2017-01-17 15:56:00,51.1,,74.0,30.12,8.0,North,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11433,Source2,2,2017-01-17 16:20:57,2017-01-17 16:50:46,37.616856,-121.026321,,,0.0,Accident on Peggy Ln at Olive Branch Dr.,Peggy Ln,Modesto,Stanislaus,CA,95351-2909,US,US/Pacific,KMOD,2017-01-17 15:53:00,48.9,,71.0,30.12,7.0,SW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11434,Source2,2,2017-01-17 16:48:29,2017-01-17 17:18:12,38.016335,-122.186188,,,0.01,#1 lane blocked due to accident on CA-4 John Muir Pkwy Westbound at Cummings Skwy.,John Muir Pkwy,Martinez,Contra Costa,CA,94553,US,US/Pacific,KCCR,2017-01-17 16:53:00,46.0,43.1,76.0,30.1,4.0,NNE,5.8,,Haze,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11435,Source2,2,2017-01-17 17:03:20,2017-01-17 17:33:09,36.53812,-121.906013,,,0.01,Accident on Rio Rd at Via Nona Marie.,Rio Rd,Carmel,Monterey,CA,93923-8618,US,US/Pacific,KMRY,2017-01-17 16:54:00,53.1,,83.0,30.17,10.0,SW,9.2,,Clear,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-11436,Source2,2,2017-01-17 17:06:32,2017-01-17 17:36:16,38.004951,-121.842171,,,0.01,#1 lane blocked due to accident on CA-4 Eastbound at Exit 26 Auto Center Dr.,CA-4 E,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,2017-01-17 16:53:00,46.0,43.1,76.0,30.1,4.0,NNE,5.8,,Haze,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11437,Source2,2,2017-01-17 17:03:48,2017-01-17 17:48:13,38.147099,-121.150665,,,0.01,Accident on Brandt Rd at County Hwy-J5 Jack Tone Rd.,Brandt Rd,Lodi,San Joaquin,CA,95240-9783,US,US/Pacific,KSCK,2017-01-17 16:55:00,46.0,43.9,86.0,30.13,3.0,NW,4.6,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-11438,Source2,2,2017-01-17 17:08:49,2017-01-17 17:38:31,36.655754,-121.660233,,,0.01,#1 lane blocked due to accident on CA-68 Main St at Blanco Rd.,Blanco Rd,Salinas,Monterey,CA,93901,US,US/Pacific,KSNS,2017-01-17 16:53:00,55.0,,72.0,30.14,10.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-11439,Source2,2,2017-01-17 17:08:36,2017-01-17 17:38:00,38.201214,-120.692749,,,0.01,Accident on CA-49 Saint Charles St at Pool Station Rd.,W Saint Charles St,San Andreas,Calaveras,CA,95249-9301,US,US/Pacific,KO22,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11440,Source2,2,2017-01-17 17:19:18,2017-01-17 18:03:52,38.201214,-120.692749,,,0.01,Accident on CA-49 Saint Charles St at Pool Station Rd.,W Saint Charles St,San Andreas,Calaveras,CA,95249-9301,US,US/Pacific,KO22,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-11441,Source2,2,2017-01-17 17:09:58,2017-01-17 17:54:30,38.413139,-120.655373,,,0.01,Accident on CA-88 at Pine Grove Volcano Rd.,State Highway 88,Pine Grove,Amador,CA,95665-9512,US,US/Pacific,KPVF,2017-01-17 17:15:00,44.6,,81.0,30.12,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Day,Day,Day
A-11442,Source2,2,2017-01-17 17:09:22,2017-01-17 17:53:52,38.402515,-120.637611,,,0.01,Multi-vehicle accident on CA-88 at Aqueduct Rd.,State Highway 88,Pine Grove,Amador,CA,95665,US,US/Pacific,KPVF,2017-01-17 17:15:00,44.6,,81.0,30.12,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Day,Day,Day
